gene_id,type,c1,c2,start,end
Gm47309,Normal,15,15,71794186,71794290
Gm21820,Ytype,-1,Y,5248359,5249441
Mir592,Normal,6,6,27936655,27936750
n-R5s175,Normal,5,5,119297245,119297361
Gm26074,Normal,16,16,43833683,43833811
Gm24030,Normal,1,1,117536301,117536464
Gm25660,Normal,18,18,58231472,58231575
Gm22417,Normal,7,7,59711009,59711102
Gm22721,Normal,10,10,80382302,80382384
Gm10283,Normal,8,8,60430024,60503198
Gm21905,Normal,5,5,67927261,67946421
Gm23128,Normal,8,8,38982903,38983035
Gm22772,Normal,11,11,77052947,77053067
Gm24273,Normal,1,1,131498639,131498802
Gm24669,Normal,8,8,46272051,46272147
Gm24960,Normal,4,4,98383402,98383491
Gm24099,Normal,4,4,112590772,112590878
Gm26111,Xtype,-1,X,64800511,64800616
Gm22547,Normal,3,3,11154337,11154437
Gm22270,Normal,5,5,107905177,107905308
Gm24067,Normal,9,9,20889484,20889568
Gm23147,Normal,3,3,6338882,6338991
Gm10025,Normal,5,5,48924116,48924491
Mir429,Normal,4,4,156053905,156053987
Gm25375,Normal,16,16,30889096,30889230
Gm22918,Normal,10,10,100139501,100139610
Gm22891,Normal,14,14,82384366,82384529
Gm44385,Normal,5,5,141029928,141030008
Gm22587,Normal,11,11,85297452,85297749
Gm25084,Normal,13,13,22204575,22204675
CAAA01165726.1,Special,-1,GL456233.1,25190,25788
Gm22685,Normal,4,4,49289298,49289403
n-R5s139,Normal,8,8,123604948,123605066
Gm25975,Normal,4,4,25513451,25513575
Gm26415,Xtype,-1,X,109115225,109115516
Gm24169,Normal,3,3,37256784,37256893
Gm10042,Normal,3,3,153785053,153785134
Gm27475,Normal,17,17,91106210,91106270
Gm26248,Normal,7,7,11303218,11303338
Gm26274,Normal,9,9,20807034,20807354
Gm23392,Normal,11,11,50809651,50809763
Snord52,Normal,17,17,34950952,34951017
Mir150,Normal,7,7,45121757,45121821
Gm25110,Normal,8,8,84156757,84156877
Mir687,Normal,14,14,73206763,73206851
Gm23751,Normal,6,6,125121724,125121859
Gm25625,Normal,6,6,30347371,30347466
Gm22601,Normal,19,19,41744804,41745053
Gm22010,Normal,4,4,34006306,34006392
Gm23512,Normal,18,18,67174885,67174991
Gm25371,Normal,11,11,69075015,69075115
Gm24430,Normal,10,10,86038685,86038788
Gm25054,Normal,6,6,83721296,83721392
Gm22240,Normal,19,19,47919192,47919273
Gm25926,Normal,12,12,77418417,77418576
Fam122a,Normal,19,19,24476502,24477356
Gm24937,Normal,1,1,113717914,113718047
Gm24541,Normal,7,7,79949187,79949282
AC133103.5,Special,-1,GL456211.1,160465,162404
Gm22758,Normal,2,2,156410929,156411024
Mir3091,Normal,2,2,180257536,180257611
Gm23344,Normal,9,9,64175048,64175115
Gm27989,Normal,3,3,45160695,45160801
Gm22132,Normal,1,1,136757510,136757609
Gm24609,Normal,7,7,59695744,59695837
Gm25139,Normal,10,10,12368623,12368832
Gm25885,Xtype,-1,X,10510048,10510156
Gm10715,Normal,9,9,3036877,3038316
Gm22560,Normal,18,18,63509895,63510014
Gm23585,Normal,7,7,45254453,45254554
Mir8093,Normal,2,2,32687630,32687766
Gm22448,Normal,16,16,66254786,66254892
Gm44477,Xtype,-1,X,94394818,94394927
Gm24008,Normal,6,6,115723695,115723832
Gm24473,Normal,2,2,164621922,164622052
Gm27931,Normal,16,16,38207463,38207591
Gm22420,Normal,17,17,26580802,26580927
Gm22130,Normal,7,7,59426795,59426873
Gm25112,Normal,12,12,116476896,116476999
Gm10271,Normal,10,10,116956824,116972609
Gm25133,Normal,14,14,96588827,96588956
Mir100,Normal,9,9,41531425,41531504
Mir190a,Normal,9,9,67236660,67236726
Gm22784,Normal,3,3,55956782,55956913
Mir16-1,Normal,14,14,61631880,61631972
Gm22350,Normal,14,14,18445875,18446030
Gm25619,Normal,1,1,139786983,139787086
Gm25303,Normal,15,15,36798698,36798771
Gm10128,Normal,14,14,7640895,7643972
Gm50451,Normal,5,5,23710991,23711061
Gm23493,Normal,16,16,3927199,3927286
Gm27894,Normal,6,6,10858427,10858518
CR974586.5,Special,-1,JH584293.1,86316,87710
A930035D04Rik,Normal,6,6,47453776,47454320
Gm11077,Normal,6,6,140729284,140756053
Gm23369,Normal,2,2,32593469,32593573
Mir6955,Normal,15,15,78891840,78891913
Gm25105,Normal,9,9,73795128,73795257
Gm25270,Normal,4,4,133797582,133797719
Gm27688,Normal,4,4,116725899,116725989
Gm22349,Normal,16,16,36403779,36403885
Gm44304,Normal,17,17,49096289,49096433
Gm23562,Normal,15,15,46434808,46434869
Gm24228,Normal,18,18,15874661,15874789
Gm25126,Normal,8,8,37317477,37317578
Gm23840,Normal,11,11,78754426,78754522
n-R5s98,Normal,8,8,54866261,54866379
Mir7058,Normal,7,7,126367971,126368045
Gm22745,Normal,16,16,94869464,94869533
Gm26362,Normal,6,6,111992110,111992424
Gm23571,Normal,2,2,10499763,10499889
Gm17581,Normal,2,2,155735810,155735866
Gm25801,Normal,12,12,100769023,100769128
Gm23410,Normal,10,10,24893980,24894086
Gm22269,Normal,3,3,57054150,57054279
Mir6539,Normal,14,14,67859636,67859745
Gm27500,Normal,4,4,152201807,152202142
Gm23761,Normal,5,5,130782701,130782804
Gm22966,Normal,1,1,148326980,148327108
Gm24442,Normal,6,6,4382878,4383204
Mir876,Normal,4,4,36645373,36645453
Gm24203,Normal,4,4,98275725,98275838
Gm24443,Normal,6,6,25078772,25078903
Gm21866,Ytype,-1,Y,13465037,13465579
Mir7682,Normal,1,1,151442393,151442450
Gm10217,Normal,8,8,9864251,9870315
Gm26505,Normal,2,2,113288273,113288438
Gm25380,Normal,14,14,48695982,48696088
Gm3286,Special,-1,GL456354.1,82993,86051
Gm24068,Normal,4,4,14079809,14079940
Gm25537,Normal,1,1,100861793,100861901
Gm25244,Normal,4,4,90997862,90997993
Mir7038,Normal,5,5,140427339,140427409
Gm23521,Normal,7,7,12358898,12359007
Gm24527,Normal,13,13,106780114,106780220
Gm26029,Xtype,-1,X,129156754,129156885
Rpl10-ps2,Normal,8,8,106927769,106928413
Snora64,Normal,17,17,24720772,24720905
Gm22455,Normal,9,9,64177123,64177193
Gm23477,Normal,3,3,70228747,70228874
Snord71,Normal,8,8,109839295,109839379
Gm27375,Normal,14,14,51837151,51837257
Gm26469,Normal,2,2,169061120,169061240
Mir6392,Normal,15,15,84168270,84168377
Gm23156,Normal,9,9,108844478,108844563
Mir1193,Normal,12,12,109715671,109715791
Mir301,Normal,11,11,87113004,87113089
Gm23049,Normal,6,6,29988388,29988489
Gm25056,Normal,3,3,151926348,151926409
Gm22107,Normal,15,15,77840657,77840756
Gm25666,Normal,5,5,30514578,30514684
Gm47279,Normal,11,11,23497749,23497839
Gm23422,Normal,1,1,70596815,70596921
Gm25341,Normal,9,9,122812564,122812831
Gm22842,Normal,2,2,180837838,180837955
Gm23682,Normal,7,7,59544615,59544693
n-R5s193,Normal,4,4,149817732,149817840
Gm23045,Normal,4,4,140692697,140692792
Mir3965,Normal,5,5,134326454,134326522
Mir3961,Normal,13,13,82698275,82698333
Gm22681,Normal,1,1,144960734,144960839
Gm27440,Normal,19,19,33592607,33592713
n-R5s209,Normal,1,1,26959103,26959221
Mir6374,Normal,6,6,83400996,83401102
Gm25020,Normal,13,13,17206021,17206127
Gm24830,Normal,3,3,96328425,96328590
Mir5121,Normal,7,7,45126918,45126991
Gm26023,Normal,16,16,81261703,81262015
Gm25269,Normal,1,1,188760476,188760579
Gm22009,Normal,3,3,69085105,69085447
Mir6410,Normal,10,10,78434799,78434902
Mir668,Normal,12,12,109734732,109734797
Gm25156,Normal,7,7,59353283,59353361
Gm26483,Normal,8,8,12666095,12666198
Gm22141,Normal,9,9,44363452,44363728
Gm25452,Normal,7,7,59591422,59591500
Mir7689,Normal,5,5,36301570,36301628
Gm23608,Normal,2,2,10075653,10075780
AC123873.3,Special,-1,JH584299.1,4975,7356
Gm25402,Normal,6,6,39422289,39422419
Gm22344,Normal,16,16,93654324,93654601
Mir873a,Normal,4,4,36668510,36668586
Mir101c,Normal,9,9,3038669,3038743
Gm24095,Normal,13,13,62543203,62543335
n-R5s155,Normal,7,7,90293734,90293846
Gm22164,Normal,14,14,73945533,73945638
Gm24521,Normal,19,19,12665255,12665361
Gm24899,Normal,12,12,109641022,109641094
Gtf2f1,Normal,17,17,57003405,57011288
Mir7655,Normal,2,2,18057846,18057903
Mir5122,Normal,4,4,133369776,133369864
Gm26132,Normal,8,8,110923116,110923263
Gm24328,Normal,2,2,25055109,25055175
Gm22775,Normal,2,2,10485250,10485369
Mir26a-1,Normal,9,9,119031796,119031885
Gm24686,Normal,5,5,6410438,6410530
Gm23631,Normal,7,7,133939619,133939741
Gm25101,Normal,15,15,21114369,21114475
Gm25143,Normal,10,10,103959543,103959651
Gm26334,Normal,7,7,59548359,59548437
Gm22706,Normal,4,4,44081289,44081400
Gm24869,Normal,4,4,102736812,102736939
Gm26419,Normal,16,16,32065910,32066042
Mir1249,Normal,15,15,84951526,84951623
Gm23760,Normal,6,6,14113316,14113431
Mir1191,Normal,7,7,27205536,27205655
Gm22464,Xtype,-1,X,15707782,15707845
Gm22251,Normal,18,18,13209702,13209808
Gm22149,Normal,12,12,82772321,82772456
Gm17604,Xtype,-1,X,165003765,165004829
Gm25811,Normal,4,4,86043394,86043494
Gm24100,Normal,7,7,59598904,59598982
Gm23481,Normal,10,10,46658508,46658638
Gm23026,Normal,19,19,37463746,37463851
Gm24749,Normal,3,3,78842224,78842566
Gm27935,Normal,19,19,49709794,49709872
Gm24224,Normal,7,7,79352488,79352745
Mir28c,Normal,15,15,53614205,53614279
Gm24006,Normal,19,19,35203235,35203366
Gm23756,Normal,12,12,4347647,4347760
Gm22340,Normal,18,18,12578424,12578537
Gm24752,Normal,7,7,4393011,4393120
Gm25973,Normal,17,17,36842226,36842352
Mir343,Normal,7,7,19386643,19386717
Mir19b-1,Normal,14,14,115044305,115044391
Mir7073,Normal,8,8,95753151,95753214
Gm17720,Normal,8,8,110082803,110102753
Gm24793,Normal,8,8,111418732,111418863
Gm25964,Normal,14,14,13868143,13868239
Gm27460,Normal,3,3,3027658,3027757
Gm23540,Normal,4,4,121083986,121084149
Gm24698,Normal,8,8,13876097,13876226
Gm23731,Normal,2,2,102897960,102898066
Gm27427,Normal,17,17,85619225,85619417
Mir291a,Normal,7,7,3218919,3219000
Mir8100,Normal,11,11,46102270,46102390
Mir181d,Normal,8,8,84178716,84178787
Gm27775,Normal,17,17,26920962,26921019
Gm27934,Normal,1,1,66856641,66856703
Mir3473c,Normal,1,1,191998554,191998634
Gm22004,Normal,12,12,86655125,86655231
Mir24-1,Normal,13,13,63301208,63301275
Gm24195,Normal,13,13,54578113,54578249
Gm27675,Normal,7,7,6730598,6730691
Gm21839,Normal,5,5,135643955,135644336
Gm23997,Normal,19,19,7259941,7260061
Gm24673,Normal,2,2,10491860,10491983
Mir96,Normal,6,6,30169446,30169551
Gm44481,Normal,1,1,173524086,173524169
Gm23241,Normal,10,10,128299419,128299524
Gm26137,Normal,3,3,119837904,119838024
Gm27616,Normal,1,1,162674158,162674220
Gm24082,Normal,5,5,138606699,138606781
Gm22423,Normal,11,11,96083673,96083856
Gm25948,Normal,11,11,120068127,120068238
Gm23185,Normal,15,15,48906652,48906736
Gm22707,Normal,7,7,43204352,43204461
Mir125b-2,Normal,16,16,77646273,77646343
Gm24202,Normal,8,8,27761009,27761111
Gm22766,Normal,12,12,21354354,21354452
Mir598,Normal,14,14,63727189,63727267
Gm24927,Normal,16,16,17341906,17342012
Gm49403,Normal,19,19,8883930,8887258
Gm23202,Normal,5,5,146835144,146835272
Mir1892,Normal,12,12,54645933,54646012
Gm23262,Normal,7,7,111076060,111076227
Gm26047,Normal,4,4,106118968,106119080
Gm22828,Normal,6,6,19624609,19624715
Gm24764,Normal,9,9,37822586,37822784
Gm27747,Normal,14,14,61643371,61643455
Gm27275,Normal,17,17,85616702,85616973
Gm23781,Normal,12,12,11688697,11689004
Gm25852,Normal,6,6,97547438,97547567
Gm25546,Normal,15,15,94681255,94681386
n-R5s65,Normal,12,12,90801619,90801735
Gm44484,Normal,13,13,23751378,23751515
Mir7081,Normal,9,9,20914090,20914164
Gm24056,Normal,15,15,77242406,77242551
Gm25700,Normal,13,13,86725823,86725932
Gm27529,Normal,15,15,7975328,7975407
Mir205,Normal,1,1,193507463,193507530
Gm26024,Xtype,-1,X,144820187,144820508
Gm22505,Normal,3,3,99707740,99707847
Mir3083,Normal,17,17,26948056,26948119
Gm23232,Normal,9,9,114602088,114602192
Gm23640,Normal,11,11,98870396,98870499
Gm25510,Normal,9,9,115382099,115382221
Gm23883,Normal,10,10,50866075,50866364
Gm22304,Normal,9,9,53639977,53640105
Gm22582,Normal,10,10,92587214,92587307
Mir344c,Normal,7,7,61837311,61837402
Gm22955,Normal,1,1,86637552,86637608
1810049J17Rik,Normal,15,15,12321438,12321899
Mir30e,Normal,4,4,120772606,120772697
Gm25790,Normal,7,7,84323309,84323415
Gm22025,Xtype,-1,X,140641960,140642261
Mir5108,Normal,10,10,61774737,61774821
Gm25153,Normal,3,3,122464727,122464882
Gm21962,Normal,3,3,137671524,137672540
Gm22114,Normal,1,1,169799450,169799556
Gm23008,Normal,9,9,20890757,20890836
Gm27619,Normal,4,4,134167808,134167895
Gm24835,Xtype,-1,X,91252637,91252747
Mir6921,Normal,11,11,60200538,60200617
Gm23111,Normal,17,17,33959663,33959767
Gm25921,Normal,17,17,25306112,25306248
Gm22638,Normal,7,7,38380349,38380455
Gm24762,Normal,4,4,132547104,132547207
Mir467a-2,Normal,2,2,10478798,10478880
Gm25523,Normal,7,7,59509068,59509146
Gm24159,Normal,8,8,93933835,93933936
Mir6964,Normal,16,16,97877233,97877291
Gm25175,Normal,7,7,59470034,59470112
Gm25499,Normal,7,7,59342226,59342294
Gm27525,Normal,15,15,22274070,22274176
Mir3109,Normal,9,9,69456944,69457031
Mir5046,Normal,19,19,6829886,6829944
Mir6900,Normal,1,1,92464483,92464542
Gm25962,Normal,10,10,93916169,93916336
Gm24844,Normal,15,15,11361611,11361737
Gm21028,Normal,7,7,42578466,42578588
Gm27445,Normal,4,4,131992218,131992289
Gm23057,Normal,9,9,72633447,72633553
Gm25613,Normal,10,10,40109462,40109590
Gm24871,Normal,1,1,171503048,171503163
Gm23221,Normal,9,9,62020594,62020686
Gm22154,Normal,4,4,123293152,123293282
Gm25195,Normal,17,17,28526332,28526457
Mir219c,Normal,17,17,34025012,34025071
Gm24497,Normal,1,1,72244213,72244403
n-R5s115,Normal,8,8,123564286,123564404
Mir384,Xtype,-1,X,105344282,105344369
Gm22834,Normal,7,7,59475622,59475700
Gm2348,Normal,15,15,8529135,8529434
Mir683-1,Normal,13,13,50544626,50544734
Gm23293,Normal,11,11,79595165,79595268
Mir3473f,Normal,1,1,106546496,106546631
Gm27343,Normal,2,2,152417262,152417324
Gm44365,Normal,8,8,23101972,23102096
AC125149.2,Special,-1,GL456210.1,135395,136519
Gm24898,Normal,16,16,21774113,21774218
Gm26345,Normal,1,1,15019040,15019159
Gm25456,Normal,9,9,108430044,108430152
Mir201,Xtype,-1,X,67988096,67988161
Gm23909,Normal,14,14,37437490,37437620
Gm25525,Normal,5,5,138378591,138378697
Gm25388,Normal,2,2,57653672,57653822
Mir539,Normal,12,12,109728129,109728202
Gm26491,Normal,2,2,10475500,10475620
Gm24790,Normal,13,13,5189803,5189934
Gm25077,Normal,7,7,59473776,59473854
Gm27468,Normal,19,19,5201198,5201303
Gm11065,Normal,6,6,70295177,70295406
Mir6338,Normal,11,11,72388756,72388864
Gm25345,Normal,7,7,88343969,88344101
Mir6388,Normal,12,12,115695720,115695794
Mir3471-2,Normal,4,4,3537090,3537191
Gm22206,Normal,3,3,153708911,153709026
Gm24675,Xtype,-1,X,138145382,138145640
Gm25522,Normal,10,10,104865204,104865308
Gm23737,Normal,15,15,89019221,89019379
Gm22827,Normal,8,8,112062505,112062611
Gm25848,Normal,16,16,32243712,32243855
Gm24223,Normal,3,3,104700870,104700959
Gm23354,Normal,4,4,108041697,108041800
Gm22994,Normal,4,4,129282865,129282946
Gm22583,Normal,5,5,110757085,110757191
Gm23568,Normal,8,8,21456090,21456181
Gm16487,Normal,11,11,113467977,113472014
Gm22043,Normal,3,3,40992693,40992850
Gm25461,Normal,7,7,59516539,59516617
Gm24401,Normal,18,18,37705979,37706069
Mir6916,Normal,10,10,128511968,128512030
Gm22428,Normal,8,8,91061265,91061396
Gm25307,Normal,3,3,132537560,132537665
Gm22506,Normal,19,19,22235521,22235618
Gm25327,Normal,6,6,120143644,120143750
Gm47303,Normal,9,9,108103129,108103246
Gm24973,Xtype,-1,X,92989095,92989195
Gm23726,Normal,3,3,18069326,18069392
Gm26331,Normal,8,8,89589435,89589541
Gm26387,Normal,5,5,107907345,107907476
Mir7025,Normal,5,5,75176831,75176904
Gm25745,Normal,10,10,86705316,86705448
Gm23032,Normal,1,1,31656632,31656738
Gm24369,Normal,14,14,109951399,109951494
Gm44301,Normal,2,2,172176782,172176924
Gm24314,Normal,5,5,87764679,87764801
Gm22786,Normal,1,1,86087301,86087422
Gm26463,Normal,5,5,151702368,151702468
Gm23275,Normal,9,9,3395439,3395542
Mir210,Normal,7,7,141221384,141221493
Mir139,Normal,7,7,101475376,101475443
CAAA01064564.1,Special,-1,GL456381.1,16623,16721
n-R5s220,Normal,1,1,154311408,154311527
Gm26087,Normal,4,4,39981497,39981558
Gm26207,Normal,19,19,25453960,25454063
Gm25647,Normal,7,7,59524028,59524105
Mir6378,Normal,3,3,34922545,34922651
Gm26063,Normal,15,15,46151698,46151804
Gm27976,Normal,12,12,103128189,103128350
Gm23066,Normal,16,16,23425651,23425721
Gm22523,Normal,4,4,133883399,133883498
Gm24307,Normal,6,6,149576461,149576561
Gm23548,Normal,4,4,123490231,123490336
Gm22866,Normal,9,9,90351995,90352171
Mir3065,Normal,11,11,120014767,120014853
Mir883a,Xtype,-1,X,66780758,66780833
Gm24622,Xtype,-1,X,106587481,106587642
Mir340,Normal,11,11,50069702,50069799
Mir721,Normal,5,5,136375716,136375803
Mir194-1,Normal,1,1,185313319,185313385
Gm26099,Xtype,-1,X,37060246,37060354
B930094E09Rik,Normal,18,18,31609512,31610751
Mir6933,Normal,11,11,118002270,118002350
Mir6370,Normal,6,6,19555342,19555461
Gm24238,Normal,18,18,19856885,19856982
Mir219a-1,Normal,17,17,34024983,34025092
Mir7237,Normal,8,8,121978024,121978086
Gm27458,Normal,1,1,178363401,178363521
Gm22769,Normal,16,16,63747437,63747534
Gm23129,Normal,15,15,94987007,94987138
Gm24352,Normal,4,4,118980318,118980442
Gm22277,Normal,17,17,67551607,67551883
Mir8105,Normal,10,10,128458680,128458768
Gm22802,Normal,14,14,111282046,111282134
n-R5s185,Normal,4,4,53860652,53860770
Gm25167,Normal,3,3,87582672,87582791
Snord88c,Normal,7,7,44249852,44249941
Mir8112,Normal,6,6,71271671,71271801
Gm25292,Normal,16,16,84619807,84620128
Gm24987,Normal,18,18,87925431,87925564
Mir686,Normal,14,14,54616677,54616785
Gm24524,Normal,5,5,86079766,86079935
Gm25465,Normal,16,16,36359218,36359322
Mir3547,Normal,17,17,25245551,25245638
AC137708.1,Normal,3,3,34638368,34638639
Gm23733,Normal,3,3,120317884,120317989
Mir6366,Normal,16,16,18165089,18165170
n-R5s120,Normal,8,8,123572710,123572828
Gm26336,Normal,7,7,59488689,59488767
Gm22958,Normal,10,10,123432566,123432749
Gm23362,Normal,5,5,149145724,149145821
Gm24990,Normal,6,6,83591821,83592143
Mir297c,Normal,2,2,10509016,10509113
Gm23206,Normal,13,13,30148198,30148381
Gm24788,Normal,1,1,65001307,65001462
Gm25642,Xtype,-1,X,38752062,38752127
Gm22389,Normal,18,18,16033746,16034046
Gm44344,Normal,13,13,23934707,23934835
Gm23076,Normal,7,7,59449243,59449321
Gm25317,Normal,4,4,135512351,135512479
Mir18b,Xtype,-1,X,52742331,52742413
Gm24847,Normal,8,8,59559315,59559422
Gm24926,Normal,7,7,59477493,59477571
Gm26273,Normal,1,1,13774334,13774464
Gm24809,Xtype,-1,X,37071992,37072262
n-R5s41,Normal,15,15,82342653,82342771
Mir6913,Normal,10,10,81386347,81386412
Gm24763,Xtype,-1,X,43254046,43254235
Gm26424,Normal,4,4,49474307,49474410
Mir672,Xtype,-1,X,104116175,104116274
Gm22352,Normal,2,2,125105009,125105115
Gm23583,Normal,1,1,192998286,192998574
Gm47307,Normal,17,17,91088406,91088550
Gm24151,Normal,11,11,62776985,62777125
Gm27999,Normal,10,10,92075169,92075361
Gm25301,Normal,18,18,61397813,61397925
Gm47276,Normal,16,16,41217777,41217836
Gm23598,Normal,2,2,150883723,150883866
Gm23984,Normal,1,1,45772962,45773164
Gm25714,Normal,3,3,43925569,43925864
Gm24501,Normal,3,3,85962771,85962832
Gm22256,Normal,13,13,62466865,62466971
Gm24823,Normal,2,2,144618143,144618233
Mir669g,Normal,2,2,10477150,10477272
Gm25987,Normal,15,15,68671416,68671522
Gm26268,Normal,16,16,10965724,10965849
Gm23133,Normal,15,15,99937307,99937441
Gm25919,Normal,3,3,67573160,67573291
n-R5s117,Normal,8,8,123567637,123567755
Gm22382,Normal,9,9,68280574,68280703
Gm23154,Normal,4,4,87432272,87432336
Mir181b-2,Normal,2,2,38853830,38853918
Gm24463,Normal,9,9,89075336,89075407
Gm23059,Normal,12,12,60735498,60735604
Mir3470a,Normal,6,6,83090311,83090387
Gm23982,Normal,6,6,42832779,42832884
Gm27702,Normal,19,19,5824652,5824707
Gm25519,Normal,3,3,112198915,112199041
Gm44320,Normal,2,2,97626967,97627052
Gm26504,Normal,7,7,59675988,59676081
Gm22227,Normal,8,8,26240150,26240408
Gm27602,Normal,5,5,111274984,111275094
Mir7043,Normal,6,6,116645978,116646047
Snord13,Normal,8,8,31149864,31149967
Gm25930,Normal,11,11,53390402,53390508
n-R5s152,Normal,7,7,20010084,20010202
Gm23409,Normal,1,1,37973967,37974203
Gm25961,Normal,6,6,89249468,89249602
Gm26110,Normal,1,1,171027965,171028129
Gm26373,Normal,6,6,21128156,21128258
Gm25368,Normal,2,2,21171083,21171213
Gm22678,Normal,2,2,10506755,10506855
Gm22633,Normal,1,1,12374936,12375042
Gm47280,Normal,1,1,36506562,36506702
Gm24611,Normal,6,6,42337677,42337783
Gm24141,Normal,9,9,74362610,74362724
Gm23306,Normal,16,16,36285433,36285537
Gm26337,Normal,7,7,59423055,59423133
Gm24152,Normal,4,4,9695645,9695807
Gm23126,Normal,1,1,42866685,42866818
Gm22463,Normal,1,1,5644645,5644745
Gm25498,Normal,14,14,33207152,33207280
Gm24802,Normal,1,1,195228278,195228398
Gm27878,Normal,4,4,3051714,3051819
Gm44457,Normal,2,2,19888653,19888728
Mir1839,Normal,7,7,81529916,81529988
Gm27428,Xtype,-1,X,106426057,106426166
Gm22452,Normal,13,13,23663021,23663124
Gm27663,Ytype,-1,Y,5542752,5542861
Gm22757,Normal,2,2,103839109,103839204
Mir1901,Normal,18,18,11840361,11840438
Mir7685,Normal,2,2,158243504,158243565
Gm23974,Normal,1,1,45746895,45747025
Gm22160,Xtype,-1,X,100749421,100749748
Gm25342,Normal,10,10,106055958,106056079
Gm25925,Normal,12,12,17644900,17645205
Gm24942,Normal,1,1,63032706,63032819
Gm25183,Normal,15,15,99133067,99133172
Gm25769,Normal,4,4,73114657,73114783
Gm24747,Normal,8,8,72111234,72111320
Gm25778,Normal,7,7,128826347,128826467
Gm24219,Normal,7,7,59529643,59529721
Vaultrc5,Normal,18,18,36801866,36802008
Mir500,Xtype,-1,X,7237683,7237774
Gm25459,Normal,5,5,22359164,22359277
Gm23246,Normal,19,19,8725594,8725660
Gm24051,Normal,11,11,8004942,8005016
Gm23145,Normal,7,7,59424924,59425002
Mir6939,Normal,12,12,112659277,112659351
Mir1897,Normal,3,3,34638464,34638542
Gm23823,Normal,14,14,77540642,77540765
Gm26098,Normal,13,13,16859185,16859472
Gm22659,Normal,9,9,46562974,46563103
